id,date,region,category,value
831,2020-03-01,Manitoba,Grocery & pharmacy,4.77
833,2020-03-03,Manitoba,Grocery & pharmacy,6.5
835,2020-03-05,Manitoba,Grocery & pharmacy,8.31
837,2020-03-07,Manitoba,Grocery & pharmacy,6.93
839,2020-03-09,Manitoba,Grocery & pharmacy,2.42
841,2020-03-11,Manitoba,Grocery & pharmacy,7.85
843,2020-03-13,Manitoba,Grocery & pharmacy,41.0
845,2020-03-15,Manitoba,Grocery & pharmacy,3.25
847,2020-03-17,Manitoba,Grocery & pharmacy,18.65
849,2020-03-19,Manitoba,Grocery & pharmacy,12.01
851,2020-03-21,Manitoba,Grocery & pharmacy,-8.56
853,2020-03-23,Manitoba,Grocery & pharmacy,-11.17
855,2020-03-25,Manitoba,Grocery & pharmacy,-13.85
857,2020-03-27,Manitoba,Grocery & pharmacy,-5.31
859,2020-03-29,Manitoba,Grocery & pharmacy,-21.36
861,2020-02-17,Manitoba,Parks,59.92
863,2020-02-19,Manitoba,Parks,-0.34
865,2020-02-21,Manitoba,Parks,28.33
867,2020-02-23,Manitoba,Parks,45.07
869,2020-02-25,Manitoba,Parks,9.85
871,2020-02-27,Manitoba,Parks,12.49
873,2020-02-29,Manitoba,Parks,16.09
875,2020-03-02,Manitoba,Parks,0.35
877,2020-03-04,Manitoba,Parks,3.01
879,2020-03-06,Manitoba,Parks,-1.64
881,2020-03-08,Manitoba,Parks,-2.34
883,2020-03-10,Manitoba,Parks,13.49
885,2020-03-12,Manitoba,Parks,4.86
887,2020-03-14,Manitoba,Parks,-23.27
889,2020-03-16,Manitoba,Parks,-19.5
891,2020-03-18,Manitoba,Parks,-27.76
893,2020-03-20,Manitoba,Parks,-30.52
895,2020-03-22,Manitoba,Parks,-15.81
897,2020-03-24,Manitoba,Parks,-32.12
899,2020-03-26,Manitoba,Parks,-18.41
901,2020-03-28,Manitoba,Parks,-9.14
903,2020-02-16,Manitoba,Transit stations,-4.27
710,2020-03-09,British Columbia,Workplace,1.31
712,2020-03-11,British Columbia,Workplace,0.2
714,2020-03-13,British Columbia,Workplace,-2.26
716,2020-03-15,British Columbia,Workplace,-7.66
718,2020-03-17,British Columbia,Workplace,-30.69
720,2020-03-19,British Columbia,Workplace,-42.51
722,2020-03-21,British Columbia,Workplace,-36.58
724,2020-03-23,British Columbia,Workplace,-51.75
726,2020-03-25,British Columbia,Workplace,-55.82
728,2020-03-27,British Columbia,Workplace,-55.65
730,2020-03-29,British Columbia,Workplace,-46.81
732,2020-02-17,British Columbia,Residential,12.19
734,2020-02-19,British Columbia,Residential,-0.44
736,2020-02-21,British Columbia,Residential,-1.47
738,2020-02-23,British Columbia,Residential,0.26
740,2020-02-25,British Columbia,Residential,0.43
742,2020-02-27,British Columbia,Residential,0.19
744,2020-02-29,British Columbia,Residential,-1.11
746,2020-03-02,British Columbia,Residential,0.88
748,2020-03-04,British Columbia,Residential,-0.61
750,2020-03-06,British Columbia,Residential,-1.84
752,2020-03-08,British Columbia,Residential,-0.47
754,2020-03-10,British Columbia,Residential,1.81
756,2020-03-12,British Columbia,Residential,1.63
758,2020-03-14,British Columbia,Residential,3.71
760,2020-03-16,British Columbia,Residential,7.64
762,2020-03-18,British Columbia,Residential,13.76
764,2020-03-20,British Columbia,Residential,15.8
766,2020-03-22,British Columbia,Residential,11.7
768,2020-03-24,British Columbia,Residential,21.85
770,2020-03-26,British Columbia,Residential,23.49
772,2020-03-28,British Columbia,Residential,17.4
774,2020-02-16,Manitoba,Retail & recreation,9.77
776,2020-02-18,Manitoba,Retail & recreation,2.58
778,2020-02-20,Manitoba,Retail & recreation,9.24
780,2020-02-22,Manitoba,Retail & recreation,7.85
782,2020-02-24,Manitoba,Retail & recreation,4.97
784,2020-02-26,Manitoba,Retail & recreation,7.64
786,2020-02-28,Manitoba,Retail & recreation,6.5
788,2020-03-01,Manitoba,Retail & recreation,5.01
790,2020-03-03,Manitoba,Retail & recreation,6.55
792,2020-03-05,Manitoba,Retail & recreation,3.81
794,2020-03-07,Manitoba,Retail & recreation,10.14
796,2020-03-09,Manitoba,Retail & recreation,4.36
798,2020-03-11,Manitoba,Retail & recreation,7.19
800,2020-03-13,Manitoba,Retail & recreation,3.81
802,2020-03-15,Manitoba,Retail & recreation,-17.85
804,2020-03-17,Manitoba,Retail & recreation,-18.64
806,2020-03-19,Manitoba,Retail & recreation,-28.98
808,2020-03-21,Manitoba,Retail & recreation,-44.98
810,2020-03-23,Manitoba,Retail & recreation,-40.63
812,2020-03-25,Manitoba,Retail & recreation,-44.62
814,2020-03-27,Manitoba,Retail & recreation,-39.61
816,2020-03-29,Manitoba,Retail & recreation,-48.52
818,2020-02-17,Manitoba,Grocery & pharmacy,-24.25
820,2020-02-19,Manitoba,Grocery & pharmacy,-1.23
822,2020-02-21,Manitoba,Grocery & pharmacy,2.92
824,2020-02-23,Manitoba,Grocery & pharmacy,3.9
826,2020-02-25,Manitoba,Grocery & pharmacy,2.63
828,2020-02-27,Manitoba,Grocery & pharmacy,9.62
830,2020-02-29,Manitoba,Grocery & pharmacy,7.11
832,2020-03-02,Manitoba,Grocery & pharmacy,1.38
834,2020-03-04,Manitoba,Grocery & pharmacy,1.44
836,2020-03-06,Manitoba,Grocery & pharmacy,1.88
838,2020-03-08,Manitoba,Grocery & pharmacy,1.8
840,2020-03-10,Manitoba,Grocery & pharmacy,7.03
842,2020-03-12,Manitoba,Grocery & pharmacy,33.49
844,2020-03-14,Manitoba,Grocery & pharmacy,23.2
846,2020-03-16,Manitoba,Grocery & pharmacy,18.47
848,2020-03-18,Manitoba,Grocery & pharmacy,13.41
850,2020-03-20,Manitoba,Grocery & pharmacy,8.22
852,2020-03-22,Manitoba,Grocery & pharmacy,-21.13
854,2020-03-24,Manitoba,Grocery & pharmacy,-10.92
856,2020-03-26,Manitoba,Grocery & pharmacy,-7.07
858,2020-03-28,Manitoba,Grocery & pharmacy,-12.66
860,2020-02-16,Manitoba,Parks,25.64
862,2020-02-18,Manitoba,Parks,4.01
864,2020-02-20,Manitoba,Parks,28.46
866,2020-02-22,Manitoba,Parks,63.04
868,2020-02-24,Manitoba,Parks,11.91
870,2020-02-26,Manitoba,Parks,2.67
872,2020-02-28,Manitoba,Parks,4.36
874,2020-03-01,Manitoba,Parks,3.89
876,2020-03-03,Manitoba,Parks,14.59
878,2020-03-05,Manitoba,Parks,10.06
880,2020-03-07,Manitoba,Parks,15.65
882,2020-03-09,Manitoba,Parks,2.88
884,2020-03-11,Manitoba,Parks,9.02
886,2020-03-13,Manitoba,Parks,-13.91
888,2020-03-15,Manitoba,Parks,-20.47
890,2020-03-17,Manitoba,Parks,-16.06
892,2020-03-19,Manitoba,Parks,-26.74
894,2020-03-21,Manitoba,Parks,-25.44
896,2020-03-23,Manitoba,Parks,-3.25
898,2020-03-25,Manitoba,Parks,-19.41
900,2020-03-27,Manitoba,Parks,-14.44
902,2020-03-29,Manitoba,Parks,-9.33
904,2020-02-17,Manitoba,Transit stations,-36.96
906,2020-02-19,Manitoba,Transit stations,-8.96
908,2020-02-21,Manitoba,Transit stations,-2.3
910,2020-02-23,Manitoba,Transit stations,0.99
905,2020-02-18,Manitoba,Transit stations,-5.08
907,2020-02-20,Manitoba,Transit stations,-6.72
909,2020-02-22,Manitoba,Transit stations,11.46
911,2020-02-24,Manitoba,Transit stations,1.78
913,2020-02-26,Manitoba,Transit stations,3.72
915,2020-02-28,Manitoba,Transit stations,1.0
917,2020-03-01,Manitoba,Transit stations,3.25
919,2020-03-03,Manitoba,Transit stations,2.14
921,2020-03-05,Manitoba,Transit stations,1.74
923,2020-03-07,Manitoba,Transit stations,6.18
925,2020-03-09,Manitoba,Transit stations,-4.63
927,2020-03-11,Manitoba,Transit stations,-3.15
929,2020-03-13,Manitoba,Transit stations,-12.47
931,2020-03-15,Manitoba,Transit stations,-22.06
933,2020-03-17,Manitoba,Transit stations,-31.19
935,2020-03-19,Manitoba,Transit stations,-47.75
937,2020-03-21,Manitoba,Transit stations,-41.29
939,2020-03-23,Manitoba,Transit stations,-54.25
941,2020-03-25,Manitoba,Transit stations,-57.02
943,2020-03-27,Manitoba,Transit stations,-57.45
945,2020-03-29,Manitoba,Transit stations,-56.4
947,2020-02-17,Manitoba,Workplace,-68.89
949,2020-02-19,Manitoba,Workplace,-0.27
951,2020-02-21,Manitoba,Workplace,-0.46
953,2020-02-23,Manitoba,Workplace,2.22
955,2020-02-25,Manitoba,Workplace,3.98
957,2020-02-27,Manitoba,Workplace,5.5
959,2020-02-29,Manitoba,Workplace,7.48
961,2020-03-02,Manitoba,Workplace,3.42
963,2020-03-04,Manitoba,Workplace,3.32
965,2020-03-06,Manitoba,Workplace,2.49
967,2020-03-08,Manitoba,Workplace,1.5
969,2020-03-10,Manitoba,Workplace,3.98
971,2020-03-12,Manitoba,Workplace,5.12
973,2020-03-14,Manitoba,Workplace,1.0
975,2020-03-16,Manitoba,Workplace,-10.78
977,2020-03-18,Manitoba,Workplace,-23.41
979,2020-03-20,Manitoba,Workplace,-30.97
981,2020-03-22,Manitoba,Workplace,-32.1
983,2020-03-24,Manitoba,Workplace,-42.31
985,2020-03-26,Manitoba,Workplace,-43.21
987,2020-03-28,Manitoba,Workplace,-32.86
989,2020-02-16,Manitoba,Residential,-1.57
991,2020-02-18,Manitoba,Residential,1.28
993,2020-02-20,Manitoba,Residential,0.05
995,2020-02-22,Manitoba,Residential,-0.76
997,2020-02-24,Manitoba,Residential,0.56
999,2020-02-26,Manitoba,Residential,-0.35
1001,2020-02-28,Manitoba,Residential,-0.3
1003,2020-03-01,Manitoba,Residential,-0.15
1005,2020-03-03,Manitoba,Residential,0.28
1007,2020-03-05,Manitoba,Residential,0.89
1009,2020-03-07,Manitoba,Residential,-0.24
1011,2020-03-09,Manitoba,Residential,0.93
1013,2020-03-11,Manitoba,Residential,0.09
1015,2020-03-13,Manitoba,Residential,2.89
1017,2020-03-15,Manitoba,Residential,4.2
1019,2020-03-17,Manitoba,Residential,9.82
1021,2020-03-19,Manitoba,Residential,13.86
1023,2020-03-21,Manitoba,Residential,12.02
1025,2020-03-23,Manitoba,Residential,16.85
1027,2020-03-25,Manitoba,Residential,18.97
1029,2020-03-27,Manitoba,Residential,19.77
1031,2020-03-29,Manitoba,Residential,10.61
1033,2020-02-17,New Brunswick,Retail & recreation,-34.69
1035,2020-02-19,New Brunswick,Retail & recreation,-4.23
1037,2020-02-21,New Brunswick,Retail & recreation,0.93
1039,2020-02-23,New Brunswick,Retail & recreation,27.99
1041,2020-02-25,New Brunswick,Retail & recreation,2.81
1043,2020-02-27,New Brunswick,Retail & recreation,-24.12
1045,2020-02-29,New Brunswick,Retail & recreation,0.29
1047,2020-03-02,New Brunswick,Retail & recreation,6.34
1049,2020-03-04,New Brunswick,Retail & recreation,0.49
1051,2020-03-06,New Brunswick,Retail & recreation,2.92
1053,2020-03-08,New Brunswick,Retail & recreation,24.97
1055,2020-03-10,New Brunswick,Retail & recreation,-11.67
1057,2020-03-12,New Brunswick,Retail & recreation,10.54
1059,2020-03-14,New Brunswick,Retail & recreation,-13.78
1061,2020-03-16,New Brunswick,Retail & recreation,-6.03
1063,2020-03-18,New Brunswick,Retail & recreation,-32.42
1065,2020-03-20,New Brunswick,Retail & recreation,-48.45
1067,2020-03-22,New Brunswick,Retail & recreation,-47.11
1069,2020-03-24,New Brunswick,Retail & recreation,-54.49
1071,2020-03-26,New Brunswick,Retail & recreation,-48.85
1073,2020-03-28,New Brunswick,Retail & recreation,-53.79
1075,2020-02-16,New Brunswick,Grocery & pharmacy,22.01
1077,2020-02-18,New Brunswick,Grocery & pharmacy,11.61
1079,2020-02-20,New Brunswick,Grocery & pharmacy,1.07
1081,2020-02-22,New Brunswick,Grocery & pharmacy,-0.45
1083,2020-02-24,New Brunswick,Grocery & pharmacy,-2.26
1085,2020-02-26,New Brunswick,Grocery & pharmacy,10.12
1087,2020-02-28,New Brunswick,Grocery & pharmacy,-5.47
1089,2020-03-01,New Brunswick,Grocery & pharmacy,8.62
1091,2020-03-03,New Brunswick,Grocery & pharmacy,-0.81
1093,2020-03-05,New Brunswick,Grocery & pharmacy,-0.16
1095,2020-03-07,New Brunswick,Grocery & pharmacy,-6.75
1097,2020-03-09,New Brunswick,Grocery & pharmacy,-0.41
1099,2020-03-11,New Brunswick,Grocery & pharmacy,3.42
912,2020-02-25,Manitoba,Transit stations,-0.93
914,2020-02-27,Manitoba,Transit stations,-4.1
916,2020-02-29,Manitoba,Transit stations,7.79
918,2020-03-02,Manitoba,Transit stations,-2.25
920,2020-03-04,Manitoba,Transit stations,-1.65
922,2020-03-06,Manitoba,Transit stations,-1.3
924,2020-03-08,Manitoba,Transit stations,-4.02
926,2020-03-10,Manitoba,Transit stations,-0.93
928,2020-03-12,Manitoba,Transit stations,-6.44
930,2020-03-14,Manitoba,Transit stations,-12.17
932,2020-03-16,Manitoba,Transit stations,-29.22
934,2020-03-18,Manitoba,Transit stations,-41.35
936,2020-03-20,Manitoba,Transit stations,-46.28
938,2020-03-22,Manitoba,Transit stations,-49.88
940,2020-03-24,Manitoba,Transit stations,-57.3
942,2020-03-26,Manitoba,Transit stations,-59.86
944,2020-03-28,Manitoba,Transit stations,-49.78
946,2020-02-16,Manitoba,Workplace,-3.59
948,2020-02-18,Manitoba,Workplace,-0.82
950,2020-02-20,Manitoba,Workplace,1.84
952,2020-02-22,Manitoba,Workplace,7.21
954,2020-02-24,Manitoba,Workplace,2.03
956,2020-02-26,Manitoba,Workplace,3.87
958,2020-02-28,Manitoba,Workplace,2.77
960,2020-03-01,Manitoba,Workplace,3.34
962,2020-03-03,Manitoba,Workplace,3.69
964,2020-03-05,Manitoba,Workplace,3.25
966,2020-03-07,Manitoba,Workplace,6.4
968,2020-03-09,Manitoba,Workplace,2.78
970,2020-03-11,Manitoba,Workplace,4.3
972,2020-03-13,Manitoba,Workplace,-4.57
974,2020-03-15,Manitoba,Workplace,-7.09
976,2020-03-17,Manitoba,Workplace,-17.5
978,2020-03-19,Manitoba,Workplace,-26.62
980,2020-03-21,Manitoba,Workplace,-24.44
982,2020-03-23,Manitoba,Workplace,-39.81
984,2020-03-25,Manitoba,Workplace,-43.25
986,2020-03-27,Manitoba,Workplace,-44.28
988,2020-03-29,Manitoba,Workplace,-35.91
990,2020-02-17,Manitoba,Residential,17.1
992,2020-02-19,Manitoba,Residential,1.25
994,2020-02-21,Manitoba,Residential,-0.12
996,2020-02-23,Manitoba,Residential,-0.77
998,2020-02-25,Manitoba,Residential,0.62
1000,2020-02-27,Manitoba,Residential,-0.35
1002,2020-02-29,Manitoba,Residential,-0.5
1004,2020-03-02,Manitoba,Residential,0.89
1006,2020-03-04,Manitoba,Residential,0.51
1008,2020-03-06,Manitoba,Residential,-0.32
1010,2020-03-08,Manitoba,Residential,0.5
1012,2020-03-10,Manitoba,Residential,0.63
1014,2020-03-12,Manitoba,Residential,0.1
1016,2020-03-14,Manitoba,Residential,4.04
1018,2020-03-16,Manitoba,Residential,7.1
1020,2020-03-18,Manitoba,Residential,12.04
1022,2020-03-20,Manitoba,Residential,15.11
1024,2020-03-22,Manitoba,Residential,9.82
1026,2020-03-24,Manitoba,Residential,19.1
1028,2020-03-26,Manitoba,Residential,19.63
1030,2020-03-28,Manitoba,Residential,13.04
1032,2020-02-16,New Brunswick,Retail & recreation,29.04
1034,2020-02-18,New Brunswick,Retail & recreation,2.01
1036,2020-02-20,New Brunswick,Retail & recreation,4.41
1038,2020-02-22,New Brunswick,Retail & recreation,2.92
1040,2020-02-24,New Brunswick,Retail & recreation,3.15
1042,2020-02-26,New Brunswick,Retail & recreation,7.87
1044,2020-02-28,New Brunswick,Retail & recreation,-3.07
1046,2020-03-01,New Brunswick,Retail & recreation,14.35
1048,2020-03-03,New Brunswick,Retail & recreation,6.92
1050,2020-03-05,New Brunswick,Retail & recreation,8.29
1052,2020-03-07,New Brunswick,Retail & recreation,0.32
1054,2020-03-09,New Brunswick,Retail & recreation,1.93
1056,2020-03-11,New Brunswick,Retail & recreation,4.12
1058,2020-03-13,New Brunswick,Retail & recreation,-7.69
1060,2020-03-15,New Brunswick,Retail & recreation,2.21
1062,2020-03-17,New Brunswick,Retail & recreation,-26.78
1064,2020-03-19,New Brunswick,Retail & recreation,-30.93
1066,2020-03-21,New Brunswick,Retail & recreation,-54.76
1068,2020-03-23,New Brunswick,Retail & recreation,-47.28
1070,2020-03-25,New Brunswick,Retail & recreation,-48.45
1072,2020-03-27,New Brunswick,Retail & recreation,-51.99
1074,2020-03-29,New Brunswick,Retail & recreation,-42.48
1076,2020-02-17,New Brunswick,Grocery & pharmacy,-49.8
1078,2020-02-19,New Brunswick,Grocery & pharmacy,-5.23
1080,2020-02-21,New Brunswick,Grocery & pharmacy,-4.39
1082,2020-02-23,New Brunswick,Grocery & pharmacy,13.09
1084,2020-02-25,New Brunswick,Grocery & pharmacy,1.75
1086,2020-02-27,New Brunswick,Grocery & pharmacy,-10.07
1088,2020-02-29,New Brunswick,Grocery & pharmacy,-0.87
1090,2020-03-02,New Brunswick,Grocery & pharmacy,-2.02
1092,2020-03-04,New Brunswick,Grocery & pharmacy,-5.73
1094,2020-03-06,New Brunswick,Grocery & pharmacy,-4.26
1096,2020-03-08,New Brunswick,Grocery & pharmacy,14.17
1098,2020-03-10,New Brunswick,Grocery & pharmacy,-8.5
1100,2020-03-12,New Brunswick,Grocery & pharmacy,19.73
1102,2020-03-14,New Brunswick,Grocery & pharmacy,11.97
1104,2020-03-16,New Brunswick,Grocery & pharmacy,16.57
3041,2020-03-23,Yukon,Workplace,-37.88
1101,2020-03-13,New Brunswick,Grocery & pharmacy,27.67
1103,2020-03-15,New Brunswick,Grocery & pharmacy,18.45
1105,2020-03-17,New Brunswick,Grocery & pharmacy,6.0
1107,2020-03-19,New Brunswick,Grocery & pharmacy,5.17
1109,2020-03-21,New Brunswick,Grocery & pharmacy,-27.31
1111,2020-03-23,New Brunswick,Grocery & pharmacy,-25.84
1113,2020-03-25,New Brunswick,Grocery & pharmacy,-20.6
1115,2020-03-27,New Brunswick,Grocery & pharmacy,-22.36
1117,2020-03-29,New Brunswick,Grocery & pharmacy,-20.15
1119,2020-02-17,New Brunswick,Parks,82.66
1121,2020-02-19,New Brunswick,Parks,-8.03
1123,2020-02-21,New Brunswick,Parks,-17.35
1125,2020-02-23,New Brunswick,Parks,139.2
1127,2020-02-25,New Brunswick,Parks,3.77
1129,2020-02-27,New Brunswick,Parks,-37.69
1131,2020-02-29,New Brunswick,Parks,6.37
1133,2020-03-02,New Brunswick,Parks,14.95
1135,2020-03-04,New Brunswick,Parks,-20.44
1137,2020-03-06,New Brunswick,Parks,5.77
1139,2020-03-08,New Brunswick,Parks,92.14
1141,2020-03-10,New Brunswick,Parks,-14.4
1143,2020-03-12,New Brunswick,Parks,15.93
1145,2020-03-14,New Brunswick,Parks,-20.6
1147,2020-03-16,New Brunswick,Parks,-1.58
1149,2020-03-18,New Brunswick,Parks,13.13
1151,2020-03-20,New Brunswick,Parks,-36.42
1153,2020-03-22,New Brunswick,Parks,48.02
1155,2020-03-24,New Brunswick,Parks,-34.86
1157,2020-03-26,New Brunswick,Parks,-12.33
1159,2020-03-28,New Brunswick,Parks,21.07
1161,2020-02-16,New Brunswick,Transit stations,14.85
1163,2020-02-18,New Brunswick,Transit stations,-1.19
1165,2020-02-20,New Brunswick,Transit stations,2.41
1167,2020-02-22,New Brunswick,Transit stations,11.71
1169,2020-02-24,New Brunswick,Transit stations,2.9
1171,2020-02-26,New Brunswick,Transit stations,12.12
1173,2020-02-28,New Brunswick,Transit stations,8.28
1175,2020-03-01,New Brunswick,Transit stations,16.83
1177,2020-03-03,New Brunswick,Transit stations,0.0
1179,2020-03-05,New Brunswick,Transit stations,-1.21
1181,2020-03-07,New Brunswick,Transit stations,7.81
1183,2020-03-09,New Brunswick,Transit stations,0.0
1185,2020-03-11,New Brunswick,Transit stations,0.0
1187,2020-03-13,New Brunswick,Transit stations,-11.6
1189,2020-03-15,New Brunswick,Transit stations,0.0
1191,2020-03-17,New Brunswick,Transit stations,-25.59
1193,2020-03-19,New Brunswick,Transit stations,-33.74
1195,2020-03-21,New Brunswick,Transit stations,-38.28
1197,2020-03-23,New Brunswick,Transit stations,-52.33
1199,2020-03-25,New Brunswick,Transit stations,-50.3
1201,2020-03-27,New Brunswick,Transit stations,-60.22
1203,2020-03-29,New Brunswick,Transit stations,-46.53
1205,2020-02-17,New Brunswick,Workplace,-64.36
1207,2020-02-19,New Brunswick,Workplace,-0.56
1209,2020-02-21,New Brunswick,Workplace,0.27
1211,2020-02-23,New Brunswick,Workplace,8.74
1213,2020-02-25,New Brunswick,Workplace,1.69
1215,2020-02-27,New Brunswick,Workplace,-16.3
1217,2020-02-29,New Brunswick,Workplace,1.2
1219,2020-03-02,New Brunswick,Workplace,-16.72
1221,2020-03-04,New Brunswick,Workplace,-17.97
1223,2020-03-06,New Brunswick,Workplace,-17.32
1225,2020-03-08,New Brunswick,Workplace,5.55
1227,2020-03-10,New Brunswick,Workplace,-10.14
1229,2020-03-12,New Brunswick,Workplace,0.08
1231,2020-03-14,New Brunswick,Workplace,-2.98
1233,2020-03-16,New Brunswick,Workplace,-20.89
1235,2020-03-18,New Brunswick,Workplace,-39.81
1237,2020-03-20,New Brunswick,Workplace,-48.22
1239,2020-03-22,New Brunswick,Workplace,-30.93
1241,2020-03-24,New Brunswick,Workplace,-54.94
1243,2020-03-26,New Brunswick,Workplace,-54.91
1245,2020-03-28,New Brunswick,Workplace,-39.8
1247,2020-02-16,New Brunswick,Residential,-4.42
1249,2020-02-18,New Brunswick,Residential,0.15
1251,2020-02-20,New Brunswick,Residential,0.66
1253,2020-02-22,New Brunswick,Residential,-0.41
1255,2020-02-24,New Brunswick,Residential,0.27
1257,2020-02-26,New Brunswick,Residential,-1.37
1259,2020-02-28,New Brunswick,Residential,2.89
1261,2020-03-01,New Brunswick,Residential,-2.26
1263,2020-03-03,New Brunswick,Residential,1.89
1265,2020-03-05,New Brunswick,Residential,2.65
1267,2020-03-07,New Brunswick,Residential,0.27
1269,2020-03-09,New Brunswick,Residential,0.82
1271,2020-03-11,New Brunswick,Residential,0.8
1273,2020-03-13,New Brunswick,Residential,5.8
1275,2020-03-15,New Brunswick,Residential,0.94
1277,2020-03-17,New Brunswick,Residential,12.32
1279,2020-03-19,New Brunswick,Residential,15.67
1281,2020-03-21,New Brunswick,Residential,12.89
1283,2020-03-23,New Brunswick,Residential,18.27
1285,2020-03-25,New Brunswick,Residential,19.38
1287,2020-03-27,New Brunswick,Residential,23.83
1289,2020-03-29,New Brunswick,Residential,7.62
1291,2020-02-17,Newfoundland and Labrador,Retail & recreation,4.88
1293,2020-02-19,Newfoundland and Labrador,Retail & recreation,-21.7
1295,2020-02-21,Newfoundland and Labrador,Retail & recreation,0.39
1297,2020-02-23,Newfoundland and Labrador,Retail & recreation,24.39
1106,2020-03-18,New Brunswick,Grocery & pharmacy,-1.07
1108,2020-03-20,New Brunswick,Grocery & pharmacy,-14.32
1110,2020-03-22,New Brunswick,Grocery & pharmacy,-21.73
1112,2020-03-24,New Brunswick,Grocery & pharmacy,-28.8
1114,2020-03-26,New Brunswick,Grocery & pharmacy,-19.97
1116,2020-03-28,New Brunswick,Grocery & pharmacy,-29.53
1118,2020-02-16,New Brunswick,Parks,120.57
1120,2020-02-18,New Brunswick,Parks,-12.13
1122,2020-02-20,New Brunswick,Parks,-11.6
1124,2020-02-22,New Brunswick,Parks,14.21
1126,2020-02-24,New Brunswick,Parks,8.65
1128,2020-02-26,New Brunswick,Parks,10.94
1130,2020-02-28,New Brunswick,Parks,-17.35
1132,2020-03-01,New Brunswick,Parks,54.89
1134,2020-03-03,New Brunswick,Parks,12.12
1136,2020-03-05,New Brunswick,Parks,3.61
1138,2020-03-07,New Brunswick,Parks,-19.12
1140,2020-03-09,New Brunswick,Parks,-7.88
1142,2020-03-11,New Brunswick,Parks,-2.2
1144,2020-03-13,New Brunswick,Parks,-30.65
1146,2020-03-15,New Brunswick,Parks,92.14
1148,2020-03-17,New Brunswick,Parks,-14.4
1150,2020-03-19,New Brunswick,Parks,13.04
1152,2020-03-21,New Brunswick,Parks,0.48
1154,2020-03-23,New Brunswick,Parks,-3.95
1156,2020-03-25,New Brunswick,Parks,10.21
1158,2020-03-27,New Brunswick,Parks,-37.58
1160,2020-03-29,New Brunswick,Parks,100.97
1162,2020-02-17,New Brunswick,Transit stations,-24.42
1164,2020-02-19,New Brunswick,Transit stations,6.06
1166,2020-02-21,New Brunswick,Transit stations,1.65
1168,2020-02-23,New Brunswick,Transit stations,21.78
1170,2020-02-25,New Brunswick,Transit stations,6.54
1172,2020-02-27,New Brunswick,Transit stations,-20.49
1174,2020-02-29,New Brunswick,Transit stations,21.87
1176,2020-03-02,New Brunswick,Transit stations,0.58
1178,2020-03-04,New Brunswick,Transit stations,-2.42
1180,2020-03-06,New Brunswick,Transit stations,1.11
1182,2020-03-08,New Brunswick,Transit stations,16.83
1184,2020-03-10,New Brunswick,Transit stations,-8.93
1186,2020-03-12,New Brunswick,Transit stations,1.2
1188,2020-03-14,New Brunswick,Transit stations,-4.69
1190,2020-03-16,New Brunswick,Transit stations,-18.03
1192,2020-03-18,New Brunswick,Transit stations,-29.69
1194,2020-03-20,New Brunswick,Transit stations,-44.2
1196,2020-03-22,New Brunswick,Transit stations,-38.62
1198,2020-03-24,New Brunswick,Transit stations,-54.16
1200,2020-03-26,New Brunswick,Transit stations,-54.22
1202,2020-03-28,New Brunswick,Transit stations,-41.4
1204,2020-02-16,New Brunswick,Workplace,4.86
1206,2020-02-18,New Brunswick,Workplace,1.0
1208,2020-02-20,New Brunswick,Workplace,-0.27
1210,2020-02-22,New Brunswick,Workplace,0.11
1212,2020-02-24,New Brunswick,Workplace,2.2
1214,2020-02-26,New Brunswick,Workplace,0.79
1216,2020-02-28,New Brunswick,Workplace,-4.61
1218,2020-03-01,New Brunswick,Workplace,5.69
1220,2020-03-03,New Brunswick,Workplace,-15.78
1222,2020-03-05,New Brunswick,Workplace,-17.32
1224,2020-03-07,New Brunswick,Workplace,-1.77
1226,2020-03-09,New Brunswick,Workplace,0.62
1228,2020-03-11,New Brunswick,Workplace,-0.41
1230,2020-03-13,New Brunswick,Workplace,-5.32
1232,2020-03-15,New Brunswick,Workplace,1.11
1234,2020-03-17,New Brunswick,Workplace,-34.0
1236,2020-03-19,New Brunswick,Workplace,-42.78
1238,2020-03-21,New Brunswick,Workplace,-35.83
1240,2020-03-23,New Brunswick,Workplace,-51.25
1242,2020-03-25,New Brunswick,Workplace,-53.97
1244,2020-03-27,New Brunswick,Workplace,-54.77
1246,2020-03-29,New Brunswick,Workplace,-34.95
1248,2020-02-17,New Brunswick,Residential,13.92
1250,2020-02-19,New Brunswick,Residential,1.12
1252,2020-02-21,New Brunswick,Residential,1.16
1254,2020-02-23,New Brunswick,Residential,-3.87
1256,2020-02-25,New Brunswick,Residential,-0.2
1258,2020-02-27,New Brunswick,Residential,10.53
1260,2020-02-29,New Brunswick,Residential,-0.6
1262,2020-03-02,New Brunswick,Residential,2.31
1264,2020-03-04,New Brunswick,Residential,3.53
1266,2020-03-06,New Brunswick,Residential,3.07
1268,2020-03-08,New Brunswick,Residential,-3.44
1270,2020-03-10,New Brunswick,Residential,5.55
1272,2020-03-12,New Brunswick,Residential,0.14
1274,2020-03-14,New Brunswick,Residential,4.43
1276,2020-03-16,New Brunswick,Residential,7.57
1278,2020-03-18,New Brunswick,Residential,14.1
1280,2020-03-20,New Brunswick,Residential,21.15
1282,2020-03-22,New Brunswick,Residential,7.44
1284,2020-03-24,New Brunswick,Residential,20.59
1286,2020-03-26,New Brunswick,Residential,21.15
